Time (hours),Mean surface MP concentration,Standard deviation
62.79027902790279,75947.2,11.249888888340186
62.862286228622864,75947.2,11.249888888340186
62.93429342934294,75947.2,11.249888888340186
63.00630063006301,75947.2,11.249888888340186
63.07830783078308,75947.2,11.249888888340186
63.150315031503155,75947.2,11.249888888340186
63.22232223222323,75947.2,11.249888888340186
63.29432943294329,75947.2,11.249888888340186
63.366336633663366,75947.2,11.249888888340186
63.43834383438344,75947.2,11.249888888340186
63.51035103510351,75947.2,11.249888888340186
63.582358235823584,75947.2,11.249888888340186
63.65436543654366,75947.2,11.249888888340186
63.72637263726373,75947.1,11.352973178863763
63.7983798379838,75947.1,11.352973178863763
63.870387038703875,75947.1,11.352973178863763
63.94239423942395,75946.3,11.764777940955792
64.01440144014401,75946.3,11.764777940955792
64.0864086408641,75946.3,11.764777940955792
64.15841584158416,75946.3,11.764777940955792
64.23042304230424,75946.3,11.764777940955792
64.3024302430243,75946.0,11.916375287812984
64.37443744374437,75946.0,11.916375287812984
64.44644464446445,75945.7,11.602154972245458
64.51845184518452,75945.7,11.602154972245458
64.5904590459046,75945.7,11.602154972245458
64.66246624662466,75945.7,11.602154972245458
64.73447344734474,75945.7,11.602154972245458
64.8064806480648,75945.7,11.602154972245458
64.87848784878489,75945.7,11.602154972245458
64.95049504950495,75945.7,11.602154972245458
65.02250225022503,75945.7,11.602154972245458
65.0945094509451,75945.7,11.602154972245458
65.16651665166516,75945.7,11.602154972245458
65.23852385238524,75945.7,11.602154972245458
65.31053105310531,75945.7,11.602154972245458
65.38253825382539,75944.8,11.115754585272203
65.45454545454545,75944.8,11.115754585272203
65.52655265526553,75944.8,11.115754585272203
65.5985598559856,75944.8,11.115754585272203
65.67056705670568,75944.8,11.115754585272203
65.74257425742574,75944.8,11.115754585272203
65.81458145814581,75944.8,11.115754585272203
65.88658865886589,75944.8,11.115754585272203
65.95859585958596,75944.8,11.115754585272203
66.03060306030603,75944.8,11.115754585272203
66.1026102610261,75944.8,11.115754585272203
66.17461746174618,75944.8,11.115754585272203
66.24662466246625,75944.8,11.115754585272203
66.31863186318633,75944.3,11.1
66.39063906390639,75944.3,11.1
66.46264626462647,75944.3,11.1
66.53465346534654,75944.3,11.1
66.6066606660666,75944.3,11.1
66.67866786678668,75944.3,11.1
66.75067506750675,75944.0,11.144505372604026
66.82268226822683,75944.0,11.144505372604026
66.8946894689469,75944.0,11.144505372604026
66.96669666966697,75943.0,11.85748708622531
67.03870387038704,75943.0,11.85748708622531
67.11071107110712,75943.0,11.85748708622531
67.18271827182718,75943.0,11.85748708622531
67.25472547254725,75943.0,11.85748708622531
67.32673267326733,75943.0,11.85748708622531
67.3987398739874,75943.0,11.85748708622531
67.47074707470748,75943.0,11.85748708622531
67.54275427542754,75943.0,11.85748708622531
